"Timestamp","  Khi đọc tài liệu hoặc xem video bài giảng một mình, bạn thường gặp khó khăn lớn nhất nào dưới đây?  ","Khi làm bài tập mà làm sai, bạn thường xử lý như thế nào?  ","Bạn cảm thấy thế nào nếu được giao một bài tập/thử thách về một khái niệm chưa từng học trên lớp (bắt phải tự xoay xở làm trước, sau đó hệ thống mới giảng giải dựa trên lỗi mình vừa mắc)?  ","  Nếu có một ""học trò ảo"" yêu cầu bạn dạy lại một khái niệm vừa học, và nó sẽ liên tục đặt câu hỏi vặn vẹo (hỏi ngược) vào những chỗ bạn giải thích hời hợt/mơ hồ:  "
"2026/09/16 7:06:31 PM GMT+7","Thường hiểu lơ mơ nhưng không biết mình sai ở đâu.","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Thích thú, kích thích tư duy và muốn thử thách","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:08:14 PM GMT+7","Hiểu lý thuyết nhưng không biết áp dụng vào bài tập thế nào.","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Thích thú, kích thích tư duy và muốn thử thách","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:10:21 PM GMT+7","Thường hiểu lơ mơ nhưng không biết mình sai ở đâu.","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Thích thú, kích thích tư duy và muốn thử thách","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:11:29 PM GMT+7","Hiểu lý thuyết nhưng không biết áp dụng vào bài tập thế nào.","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Bình thường, coi như đoán mò xem thế nào.","Tôi thấy ngại hoặc thấy phiền nếu nó hỏi quá khó hiểu."
"2026/09/16 7:11:54 PM GMT+7","Buồn ngủ, dễ mất tập trung vì tính chất một chiều (chỉ đọc/nghe).","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Thích thú, kích thích tư duy và muốn thử thách","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:13:28 PM GMT+7","Buồn ngủ, dễ mất tập trung vì tính chất một chiều (chỉ đọc/nghe).","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Bình thường, coi như đoán mò xem thế nào.","Tôi thấy ngại hoặc thấy phiền nếu nó hỏi quá khó hiểu."
"2026/09/16 7:15:00 PM GMT+7","Hiểu lý thuyết nhưng không biết áp dụng vào bài tập thế nào.","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Thích thú, kích thích tư duy và muốn thử thách","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:15:17 PM GMT+7","Hiểu lý thuyết nhưng không biết áp dụng vào bài tập thế nào.","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Thích thú, kích thích tư duy và muốn thử thách","Tôi thấy ngại hoặc thấy phiền nếu nó hỏi quá khó hiểu."
"2026/09/16 7:15:18 PM GMT+7","Hiểu lý thuyết nhưng không biết áp dụng vào bài tập thế nào.","Đi hỏi bạn bè hoặc lên group lớp.","Thích thú, kích thích tư duy và muốn thử thách","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:15:19 PM GMT+7","Hiểu lý thuyết nhưng không biết áp dụng vào bài tập thế nào.","Đi hỏi bạn bè hoặc lên group lớp.","Thích thú, kích thích tư duy và muốn thử thách","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:15:20 PM GMT+7","Hiểu lý thuyết nhưng không biết áp dụng vào bài tập thế nào.","Tự mày mò lại từ đầu trong slide/transcript.","Thích thú, kích thích tư duy và muốn thử thách","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:15:20 PM GMT+7","Buồn ngủ, dễ mất tập trung vì tính chất một chiều (chỉ đọc/nghe).","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Thích thú, kích thích tư duy và muốn thử thách","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:15:21 PM GMT+7","Thường hiểu lơ mơ nhưng không biết mình sai ở đâu.","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Thích thú, kích thích tư duy và muốn thử thách","Tôi thấy ngại hoặc thấy phiền nếu nó hỏi quá khó hiểu."
"2026/09/16 7:15:22 PM GMT+7","Thường hiểu lơ mơ nhưng không biết mình sai ở đâu.","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Thích thú, kích thích tư duy và muốn thử thách","Tôi thấy ngại hoặc thấy phiền nếu nó hỏi quá khó hiểu."
"2026/09/16 7:15:23 PM GMT+7","Thường hiểu lơ mơ nhưng không biết mình sai ở đâu.","Tự mày mò lại từ đầu trong slide/transcript.","Bình thường, coi như đoán mò xem thế nào.","Tôi thấy ngại hoặc thấy phiền nếu nó hỏi quá khó hiểu."
"2026/09/16 7:15:24 PM GMT+7","Buồn ngủ, dễ mất tập trung vì tính chất một chiều (chỉ đọc/nghe).","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Thích thú, kích thích tư duy và muốn thử thách","Tôi thấy ngại hoặc thấy phiền nếu nó hỏi quá khó hiểu."
"2026/09/16 7:15:24 PM GMT+7","Buồn ngủ, dễ mất tập trung vì tính chất một chiều (chỉ đọc/nghe).","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Thích thú, kích thích tư duy và muốn thử thách","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:15:25 PM GMT+7","Buồn ngủ, dễ mất tập trung vì tính chất một chiều (chỉ đọc/nghe).","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Thích thú, kích thích tư duy và muốn thử thách","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:15:26 PM GMT+7","Hiểu lý thuyết nhưng không biết áp dụng vào bài tập thế nào.","Tự mày mò lại từ đầu trong slide/transcript.","Thích thú, kích thích tư duy và muốn thử thách","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:15:27 PM GMT+7","Buồn ngủ, dễ mất tập trung vì tính chất một chiều (chỉ đọc/nghe).","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Bình thường, coi như đoán mò xem thế nào.","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:15:28 PM GMT+7","Thường hiểu lơ mơ nhưng không biết mình sai ở đâu.","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Thích thú, kích thích tư duy và muốn thử thách","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:15:29 PM GMT+7","Hiểu lý thuyết nhưng không biết áp dụng vào bài tập thế nào.","Tự mày mò lại từ đầu trong slide/transcript.","Bình thường, coi như đoán mò xem thế nào.","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:15:30 PM GMT+7","Hiểu lý thuyết nhưng không biết áp dụng vào bài tập thế nào.","Tự mày mò lại từ đầu trong slide/transcript.","Thích thú, kích thích tư duy và muốn thử thách","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:15:31 PM GMT+7","Hiểu lý thuyết nhưng không biết áp dụng vào bài tập thế nào.","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Thích thú, kích thích tư duy và muốn thử thách","Tôi thấy ngại hoặc thấy phiền nếu nó hỏi quá khó hiểu."
"2026/09/16 7:15:31 PM GMT+7","Hiểu lý thuyết nhưng không biết áp dụng vào bài tập thế nào.","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Thích thú, kích thích tư duy và muốn thử thách","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:15:32 PM GMT+7","Hiểu lý thuyết nhưng không biết áp dụng vào bài tập thế nào.","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Thích thú, kích thích tư duy và muốn thử thách","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:15:33 PM GMT+7","Thường hiểu lơ mơ nhưng không biết mình sai ở đâu.","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Căng thẳng, nản chí vì sợ làm sai hoặc mất thời gian.","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:15:34 PM GMT+7","Hiểu lý thuyết nhưng không biết áp dụng vào bài tập thế nào.","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Thích thú, kích thích tư duy và muốn thử thách","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:15:35 PM GMT+7","Thường hiểu lơ mơ nhưng không biết mình sai ở đâu.","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Thích thú, kích thích tư duy và muốn thử thách","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:15:36 PM GMT+7","Hiểu lý thuyết nhưng không biết áp dụng vào bài tập thế nào.","Đi hỏi bạn bè hoặc lên group lớp.","Thích thú, kích thích tư duy và muốn thử thách","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:15:38 PM GMT+7","Thường hiểu lơ mơ nhưng không biết mình sai ở đâu.","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Căng thẳng, nản chí vì sợ làm sai hoặc mất thời gian.","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:23:09 PM GMT+7","Buồn ngủ, dễ mất tập trung vì tính chất một chiều (chỉ đọc/nghe).","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Căng thẳng, nản chí vì sợ làm sai hoặc mất thời gian.","Tôi thấy ngại hoặc thấy phiền nếu nó hỏi quá khó hiểu."
"2026/09/16 7:23:10 PM GMT+7","Hiểu lý thuyết nhưng không biết áp dụng vào bài tập thế nào.","Tự mày mò lại từ đầu trong slide/transcript.","Thích thú, kích thích tư duy và muốn thử thách","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:23:11 PM GMT+7","Buồn ngủ, dễ mất tập trung vì tính chất một chiều (chỉ đọc/nghe).","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Bình thường, coi như đoán mò xem thế nào.","Tôi thấy ngại hoặc thấy phiền nếu nó hỏi quá khó hiểu."
"2026/09/16 7:23:13 PM GMT+7","Thường hiểu lơ mơ nhưng không biết mình sai ở đâu.","Đi hỏi bạn bè hoặc lên group lớp.","Bình thường, coi như đoán mò xem thế nào.","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:23:14 PM GMT+7","Hiểu lý thuyết nhưng không biết áp dụng vào bài tập thế nào.","Tự mày mò lại từ đầu trong slide/transcript.","Thích thú, kích thích tư duy và muốn thử thách","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
"2026/09/16 7:23:15 PM GMT+7","Thường hiểu lơ mơ nhưng không biết mình sai ở đâu.","Đọc ngay đáp án hoặc lời giải mẫu (nhưng đôi khi vẫn không hiểu tại sao lại ra đáp án đó).","Căng thẳng, nản chí vì sợ làm sai hoặc mất thời gian.","Tôi thấy ngại hoặc thấy phiền nếu nó hỏi quá khó hiểu."
"2026/09/16 7:23:16 PM GMT+7","Hiểu lý thuyết nhưng không biết áp dụng vào bài tập thế nào.","Tự mày mò lại từ đầu trong slide/transcript.","Thích thú, kích thích tư duy và muốn thử thách","Tôi rất hứng thú vì nó ép tôi phải hiểu sâu vấn đề thực sự."
